Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Product,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ORD-00178,2024-10-30,CUST-0259,Ishaan Iyer,Consumer,Desk,Furniture,West,Ahmedabad,8,8836.44,0.1,85890.21,54886.59,31003.62
ORD-00179,2023-02-03,CUST-0150,Kabir Singh,Corporate,Tablet,Electronics,North,Delhi,5,15119.5,0.05,71817.62,52300.51,19517.11
ORD-00180,2023-10-02,CUST-0059,Ishaan Verma,Small Business,Spices Combo,Groceries,Central,Bhopal,6,403.36,0.3,2117.66,1384.93,732.73
ORD-00181,2024-04-05,CUST-0017,Sara Patel,Small Business,Rice 5kg,Groceries,South,Chennai,5,436.37,0.3,1649.49,1089.53,559.96
ORD-00182,2024-12-28,CUST-0180,Diya Sharma,Consumer,Desk,Furniture,Central,Indore,7,8398.77,0.0,79368.35,54528.47,24839.88
ORD-00183,2023-11-28,CUST-0087,Aditi Iyer,Corporate,Backpack,Stationery,Central,Nagpur,5,1724.16,0.05,10237.2,6698.07,3539.13
ORD-00184,2024-11-02,CUST-0142,Aditi Singh,Consumer,Laptop,Electronics,West,Mumbai,3,57215.69,0.0,231723.55,171695.48,60028.07
ORD-00185,2024-10-04,CUST-0138,Vivaan Khan,Consumer,Beverages,Groceries,South,Hyderabad,7,87.75,0.0,829.27,613.03,216.24
ORD-00186,2023-12-02,CUST-0250,Nikhil Khan,Consumer,Backpack,Stationery,East,Patna,1,1932.81,0.3,1691.21,1061.96,629.25
ORD-00187,2024-03-15,CUST-0112,Ishaan Sharma,Corporate,T-Shirt,Clothing,Central,Nagpur,4,599.37,0.05,2459.8,1441.73,1018.07
ORD-00188,2023-02-17,CUST-0025,Rohan Rao,Small Business,Desk Organizer,Stationery,East,Bhubaneswar,2,717.67,0.3,1004.73,597.96,406.77
ORD-00189,2024-12-06,CUST-0104,Nikhil Verma,Small Business,Beverages,Groceries,North,Chandigarh,3,96.88,0.05,372.74,250.07,122.67
ORD-00190,2023-02-23,CUST-0085,Kabir Reddy,Small Business,Jacket,Clothing,North,Chandigarh,7,2870.34,0.2,16073.9,9193.28,6880.62
ORD-00191,2023-05-16,CUST-0040,Priya Reddy,Consumer,Smartphone,Electronics,South,Chennai,4,18070.0,0.1,65052.0,45760.75,19291.25
ORD-00192,2024-01-28,CUST-0118,Sara Nair,Small Business,Cooking Oil,Groceries,West,Mumbai,2,334.77,0.0,723.1,479.31,243.79
ORD-00193,2024-09-16,CUST-0005,Vivaan Sharma,Consumer,Cooking Oil,Groceries,South,Bengaluru,3,316.17,0.2,819.5,556.18,263.32
ORD-00194,2023-05-24,CUST-0052,Ananya Patel,Corporate,Desk Organizer,Stationery,South,Bengaluru,2,712.54,0.1,1282.57,746.69,535.88
ORD-00195,2024-12-08,CUST-0146,Ananya Singh,Consumer,Bookshelf,Furniture,North,Delhi,1,4492.23,0.2,4851.61,3390.58,1461.03
ORD-00196,2023-09-03,CUST-0028,Meera Gupta,Corporate,Sofa,Furniture,East,Bhubaneswar,8,21497.9,0.0,171983.17,111779.73,60203.44
ORD-00197,2024-08-05,CUST-0199,Kunal Mehta,Consumer,Headphones,Electronics,East,Kolkata,7,2432.71,0.2,14713.01,10725.08,3987.93
ORD-00198,2023-09-26,CUST-0008,Neha Reddy,Corporate,Smartphone,Electronics,Central,Bhopal,4,16343.38,0.0,65373.51,55567.1,9806.41
ORD-00199,2023-03-26,CUST-0206,Aarav Nair,Corporate,Desk Organizer,Stationery,West,Ahmedabad,3,668.85,0.05,1906.21,1047.43,858.78
ORD-00200,2023-11-14,CUST-0034,Kunal Reddy,Small Business,Dining Table,Furniture,East,Patna,7,15689.88,0.3,96100.49,59200.1,36900.39
ORD-00201,2023-11-13,CUST-0029,,Small Business,Smartwatch,Electronics,Central,Indore,3,4157.5,0.2,12472.5,9022.67,3449.83
ORD-00202,2023-06-20,CUST-0133,Ananya Verma,Small Business,Cap,Clothing,Central,Indore,6,323.89,0.3,1360.32,804.06,556.26
ORD-00203,2023-09-27,CUST-0033,Ishaan Reddy,Small Business,Headphones,Electronics,West,Pune,2,2498.07,0.15,4246.73,3219.78,1026.95
ORD-00204,2023-08-22,CUST-0060,Pooja Verma,Small Business,Jeans,Clothing,East,Kolkata,1,1363.21,0.3,954.25,473.64,480.61
ORD-00205,2023-08-18,CUST-0215,Aarav Verma,Small Business,Desk,Furniture,North,Lucknow,6,8546.87,0.2,41024.99,25705.91,15319.08
ORD-00206,2024-06-12,CUST-0115,Diya Khan,Consumer,Tablet,Electronics,North,Delhi,1,17453.05,0.0,18849.3,15810.99,3038.31
ORD-00207,2023-01-09,CUST-0234,Nikhil Singh,Small Business,Jacket,Clothing,North,Lucknow,6,2632.38,0.15,13425.12,7803.97,5621.15
ORD-00208,2023-06-04,CUST-0126,Rohan Mehta,Corporate,Cap,Clothing,West,Mumbai,1,380.27,0.0,380.27,197.98,182.29
ORD-00209,2023-11-11,CUST-0193,Aditi Rao,Corporate,Headphones,Electronics,North,Lucknow,2,2352.6,0.0,5881.49,4513.99,1367.5
ORD-00210,2024-06-16,CUST-0119,Aarav Patel,Small Business,Bookshelf,Furniture,North,Delhi,7,4368.71,0.05,31376.09,20225.01,11151.08
ORD-00211,2024-03-21,CUST-0032,Kunal Singh,Corporate,Pen Pack,Stationery,West,Mumbai,3,94.74,0.05,291.6,187.24,104.36
ORD-00212,2023-03-18,CUST-0120,Sara Patel,Consumer,Jacket,Clothing,West,Pune,4,2596.22,0.3,7269.42,4065.92,3203.5
ORD-00213,2023-08-01,CUST-0184,Nikhil Das,Corporate,Snack Pack,Groceries,West,Mumbai,8,144.25,0.05,1096.29,844.97,251.32
ORD-00214,2023-06-01,CUST-0168,Kabir Singh,Small Business,Cap,Clothing,North,Delhi,2,364.78,0.05,693.08,373.28,319.8
ORD-00215,2023-04-07,CUST-0128,,Consumer,Office Chair,Furniture,West,Pune,8,5982.48,0.3,33501.89,20207.44,13294.45
ORD-00216,2024-12-03,CUST-0191,Kunal Das,Small Business,Desk,Furniture,South,Chennai,2,9148.18,0.05,23465.09,16525.66,6939.43
ORD-00217,2023-05-06,CUST-0170,Aditi Nair,Small Business,Sofa,Furniture,South,Bengaluru,1,23946.03,0.0,23946.03,14531.38,9414.65
ORD-00218,2023-06-26,CUST-0219,Arjun Khan,Corporate,Beverages,Groceries,North,Chandigarh,6,84.86,0.0,509.19,350.12,159.07
ORD-00219,2024-05-25,CUST-0152,Priya Patel,Small Business,Whiteboard,Stationery,Central,Bhopal,7,1722.49,0.1,11719.82,6414.46,5305.36
ORD-00220,2024-01-27,CUST-0010,Neha Khan,Corporate,Dining Table,Furniture,South,Hyderabad,6,14939.05,0.3,67763.55,43911.35,23852.2
ORD-00221,2024-09-03,CUST-0164,Kunal Patel,Consumer,Snack Pack,Groceries,South,Bengaluru,4,135.88,0.3,410.9,312.33,98.57
ORD-00222,2023-04-13,CUST-0082,Arjun Rao,Consumer,Backpack,Stationery,Central,Bhopal,4,1856.47,0.05,7054.59,4261.27,2793.32
ORD-00223,2023-06-30,CUST-0089,Ananya Sharma,Small Business,Dining Table,Furniture,West,Pune,4,15277.56,0.3,42777.16,29129.26,13647.9
ORD-00224,2024-05-19,CUST-0097,Sara Reddy,Consumer,Cap,Clothing,Central,Bhopal,5,327.29,0.0,1767.36,892.39,874.97
ORD-00225,2023-05-14,CUST-0104,Nikhil Verma,Small Business,Desk Organizer,Stationery,North,Chandigarh,6,730.37,0.3,3067.56,1967.27,1100.29
ORD-00226,2023-03-16,CUST-0187,Meera Gupta,Small Business,Pen Pack,Stationery,North,Lucknow,6,104.09,0.2,499.64,293.52,206.12
ORD-00227,2024-10-26,CUST-0250,Nikhil Khan,Consumer,Desk,Furniture,West,Ahmedabad,6,8413.56,0.15,57927.39,39110.42,18816.97
ORD-00228,2024-12-06,CUST-0158,Kunal Singh,Small Business,Dining Table,Furniture,South,Chennai,5,13882.05,0.2,74963.04,43870.9,31092.14
ORD-00229,2024-09-18,CUST-0163,Ishaan Patel,Corporate,Notebook Set,Stationery,South,Hyderabad,4,256.98,0.0,1110.16,724.27,385.89
ORD-00230,2024-12-26,CUST-0046,Aarav Patel,Small Business,Bookshelf,Furniture,East,Kolkata,6,4155.17,0.05,31974.03,19576.39,12397.64
ORD-00231,2024-03-05,CUST-0225,Aarav Reddy,Consumer,Smartphone,Electronics,North,Chandigarh,3,19384.39,0.1,56524.87,47455.81,9069.06
ORD-00232,2023-03-17,CUST-0232,Ananya Nair,Consumer,Spices Combo,Groceries,South,Bengaluru,1,383.59,0.05,364.41,249.84,114.57
ORD-00233,2023-12-13,CUST-0048,Rohan Patel,Corporate,Cooking Oil,Groceries,North,Lucknow,8,333.09,0.1,2997.79,2349.4,648.39
ORD-00234,2023-07-14,CUST-0106,Vivaan Nair,Consumer,Office Chair,Furniture,North,Chandigarh,7,6756.36,0.2,37835.59,26686.37,11149.22
ORD-00235,2024-08-08,CUST-0202,Kabir Verma,Corporate,Jeans,Clothing,North,Delhi,8,1396.08,0.05,11459.0,5677.01,5781.99
ORD-00236,2023-07-31,CUST-0014,Rohan Sharma,Small Business,Desk Organizer,Stationery,South,Bengaluru,3,719.35,0.0,2158.04,1287.98,870.06
ORD-00237,2023-07-09,CUST-0199,Kunal Mehta,Consumer,Beverages,Groceries,East,Kolkata,6,96.94,0.05,552.55,372.9,179.65
ORD-00238,2023-06-04,CUST-0032,Kunal Singh,Corporate,Jeans,Clothing,East,Bhubaneswar,2,1375.71,0.05,2613.85,1526.23,1087.62
ORD-00239,2024-07-02,CUST-0215,Aarav Verma,Small Business,Dining Table,Furniture,North,Chandigarh,8,15218.14,0.0,131484.75,85059.34,46425.41
ORD-00240,2023-05-04,CUST-0076,Pooja Reddy,Small Business,Tablet,Electronics,Central,Indore,8,14953.21,0.0,119625.7,102119.4,17506.3
ORD-00241,2024-09-01,CUST-0076,Pooja Reddy,Small Business,Rice 5kg,Groceries,West,Mumbai,5,433.78,0.2,1873.92,1460.98,412.94
ORD-00242,2023-01-13,CUST-0235,Kabir Verma,Small Business,Spices Combo,Groceries,East,Patna,7,369.0,0.0,2583.01,1728.91,854.1
ORD-00243,2024-07-02,CUST-0147,Pooja Reddy,Consumer,Smartphone,Electronics,Central,Bhopal,6,19360.42,0.05,119182.73,90788.01,28394.72
ORD-00244,2024-09-25,CUST-0074,Vivaan Khan,Consumer,Laptop,Electronics,East,Patna,7,49926.61,0.05,358572.9,290343.7,68229.2
ORD-00245,2023-11-15,CUST-0156,Rohan Sharma,Consumer,Jacket,Clothing,North,Chandigarh,5,2991.99,0.3,13089.97,7481.97,5608.0
ORD-00246,2024-03-02,CUST-0138,Vivaan Khan,Consumer,Bookshelf,Furniture,West,Pune,2,3937.87,0.0,8505.79,5985.92,2519.87
ORD-00247,2023-03-09,CUST-0082,Arjun Rao,Consumer,Backpack,Stationery,North,Lucknow,5,1875.44,0.1,8439.5,4694.71,3744.79
ORD-00248,2023-09-13,CUST-0030,Meera Patel,Corporate,Laptop,Electronics,South,Bengaluru,1,54520.94,0.05,51794.89,42053.46,9741.43
ORD-00249,2023-09-05,CUST-0016,Nikhil Verma,Small Business,Desk Organizer,Stationery,North,Lucknow,6,698.43,0.1,3771.52,2116.99,1654.53
ORD-00250,2023-10-19,CUST-0047,Ananya Patel,Small Business,Jacket,Clothing,South,Chennai,1,2736.48,0.0,3420.6,2014.46,1406.14
ORD-00251,2024-06-09,CUST-0210,Rohan Singh,Corporate,Desk,Furniture,South,Chennai,1,9656.33,0.3,7300.19,4918.04,2382.15
ORD-00252,2024-09-14,CUST-0130,Rohan Gupta,Small Business,Dining Table,Furniture,North,Delhi,5,15638.22,0.2,67557.12,45165.73,22391.39
ORD-00253,2023-11-06,CUST-0239,Priya Mehta,Corporate,Sneakers,Clothing,East,Kolkata,7,3254.07,0.0,28473.13,15696.28,12776.85
ORD-00254,2023-11-02,CUST-0145,Meera Iyer,Consumer,Cap,Clothing,Central,Indore,2,348.72,0.05,828.21,500.01,328.2
ORD-00255,2023-02-28,CUST-0124,Kabir Rao,Corporate,Jacket,Clothing,South,Bengaluru,7,2889.9,0.2,16183.42,8259.89,7923.53
ORD-00256,2023-02-06,CUST-0199,Kunal Mehta,Consumer,Jacket,Clothing,West,Pune,4,2712.17,0.2,8678.96,4508.37,4170.59
ORD-00257,2023-10-28,CUST-0093,Vivaan Gupta,Corporate,Cap,Clothing,East,Kolkata,2,347.95,0.2,695.91,364.28,331.63
ORD-00258,2023-08-17,CUST-0182,Ishaan Das,Corporate,Bookshelf,Furniture,North,Delhi,5,4133.2,0.05,19632.69,12433.75,7198.94
ORD-00259,2024-04-28,CUST-0037,Diya Reddy,Small Business,Smartwatch,Electronics,North,Lucknow,4,4500.43,0.3,13609.3,10998.88,2610.42
ORD-00260,2024-08-06,CUST-0210,Rohan Singh,Corporate,Desk,Furniture,South,Chennai,8,8357.8,0.3,50548.0,34273.41,16274.59
ORD-00261,2023-10-08,CUST-0232,Ananya Nair,Consumer,Bookshelf,Furniture,North,Delhi,4,4419.4,0.0,22097.01,14582.18,7514.83
ORD-00262,2024-02-18,CUST-0220,Nikhil Iyer,Corporate,Laptop,Electronics,Central,Nagpur,7,60118.61,0.1,409047.0,287448.94,121598.06
ORD-00263,2024-11-23,CUST-0010,Neha Khan,Corporate,Headphones,Electronics,Central,Bhopal,1,2563.34,0.0,3460.51,2551.43,909.08
ORD-00264,2023-06-21,CUST-0157,Neha Khan,Small Business,Smartwatch,Electronics,Central,Indore,2,4791.46,0.05,9103.77,7737.84,1365.93
ORD-00265,2023-12-17,CUST-0069,Meera Verma,Corporate,Backpack,Stationery,West,Ahmedabad,8,1749.33,0.0,17493.3,9792.5,7700.8
ORD-00266,2023-08-05,CUST-0068,Arjun Verma,Consumer,Laptop,Electronics,South,Hyderabad,1,55986.62,0.0,55986.62,40378.29,15608.33
ORD-00267,2024-08-31,CUST-0025,Rohan Rao,Small Business,Snack Pack,Groceries,Central,Indore,1,154.86,0.2,133.8,102.81,30.99
ORD-00268,2024-04-30,CUST-0130,Rohan Gupta,Small Business,Beverages,Groceries,North,Lucknow,3,84.7,0.2,219.54,162.19,57.35
ORD-00269,2024-03-04,CUST-0071,Meera Nair,Consumer,Backpack,Stationery,Central,Indore,2,1804.17,0.15,3312.46,1835.53,1476.93
ORD-00270,2024-01-02,CUST-0104,Nikhil Verma,Small Business,Dining Table,Furniture,South,Chennai,7,14386.05,0.0,108758.57,71373.69,37384.88
ORD-00271,2024-11-18,CUST-0007,Aarav Mehta,Consumer,Snack Pack,Groceries,South,Bengaluru,2,162.21,0.3,306.57,224.0,82.57
ORD-00272,2024-04-12,CUST-0119,Aarav Patel,Small Business,Notebook Set,Stationery,North,Chandigarh,5,238.21,0.0,1286.31,710.01,576.3
ORD-00273,2023-04-08,CUST-0060,Pooja Verma,Small Business,Jacket,Clothing,East,Patna,1,2525.42,0.0,2525.42,1434.36,1091.06
ORD-00274,2024-01-17,CUST-0048,Rohan Patel,Corporate,Spices Combo,Groceries,East,Bhubaneswar,6,374.63,0.1,2184.84,1541.7,643.14
ORD-00275,2024-12-13,CUST-0068,Arjun Verma,Consumer,Beverages,Groceries,South,Bengaluru,1,98.67,0.3,93.24,62.56,30.68
ORD-00276,2024-01-03,CUST-0195,Rohan Mehta,Corporate,Desk Organizer,Stationery,South,Hyderabad,1,750.76,0.3,567.58,356.03,211.55
ORD-00277,2023-03-06,CUST-0024,Priya Reddy,Small Business,Rice 5kg,Groceries,West,Pune,5,463.95,0.0,2319.74,1738.55,581.19
ORD-00278,2024-06-15,CUST-0174,Kunal Das,Corporate,Whiteboard,Stationery,South,Hyderabad,2,1578.51,0.2,2727.67,1554.31,1173.36
ORD-00279,2023-01-12,CUST-0028,Meera Gupta,Corporate,Cooking Oil,Groceries,Central,Indore,3,320.36,0.1,864.96,666.6,198.36
ORD-00280,2023-02-21,CUST-0143,Aditi Rao,Corporate,Snack Pack,Groceries,South,Chennai,4,151.51,0.1,545.45,385.13,160.32
ORD-00281,2023-11-20,CUST-0229,Arjun Rao,Corporate,Desk Organizer,Stationery,North,Chandigarh,2,767.29,0.2,1534.59,949.0,585.59
ORD-00282,2024-06-04,CUST-0156,Rohan Sharma,Consumer,Whiteboard,Stationery,North,Delhi,4,1649.47,0.1,6413.14,4194.47,2218.67
ORD-00283,2024-11-03,CUST-0243,Priya Patel,Corporate,Sofa,Furniture,East,Bhubaneswar,6,22950.02,,185895.16,111103.37,74791.79
ORD-00284,2024-12-19,CUST-0192,Neha Mehta,Corporate,Jacket,Clothing,Central,Indore,2,2545.64,0.0,6873.22,3774.54,3098.68
ORD-00285,2023-07-12,CUST-0101,Aditi Sharma,Small Business,Rice 5kg,Groceries,East,Bhubaneswar,2,488.72,0.1,879.7,597.36,282.34
ORD-00286,2024-04-06,CUST-0064,Neha Reddy,Small Business,T-Shirt,Clothing,West,Mumbai,8,619.01,0.15,4546.04,2317.62,2228.42
ORD-00287,2024-06-04,CUST-0248,Ishaan Iyer,Corporate,Tablet,Electronics,West,Ahmedabad,3,16613.82,0.0,53828.77,43921.97,9906.8
ORD-00288,2024-03-04,CUST-0197,Ishaan Rao,Corporate,Whiteboard,Stationery,East,Bhubaneswar,4,1527.55,0.05,6269.07,4115.39,2153.68
ORD-00289,2024-12-29,CUST-0161,Neha Sharma,Small Business,Spices Combo,Groceries,Central,Nagpur,4,376.07,0.15,1726.17,1296.13,430.04
ORD-00290,2024-12-28,CUST-0166,Neha Khan,Corporate,Desk,Furniture,Central,Indore,2,9469.4,0.15,21732.26,14070.51,7661.75
ORD-00291,2024-06-19,CUST-0007,Aarav Mehta,Consumer,Spices Combo,Groceries,East,Patna,2,362.02,0.0,781.97,512.69,269.28
ORD-00292,2024-12-08,CUST-0032,Kunal Singh,Corporate,Bookshelf,Furniture,East,Kolkata,5,3951.36,0.15,22670.93,13357.71,9313.22
ORD-00293,2024-06-07,CUST-0122,Ananya Rao,Small Business,Pen Pack,Stationery,Central,Nagpur,5,103.86,0.0,560.84,365.21,195.63
ORD-00294,2023-07-27,CUST-0129,Aarav Khan,Consumer,Cap,Clothing,North,Delhi,8,373.1,0.2,2387.83,1367.05,1020.78
ORD-00295,2023-10-29,CUST-0100,Pooja Mehta,Small Business,Whiteboard,Stationery,South,Hyderabad,8,1496.78,0.2,11974.21,6573.08,5401.13
ORD-00296,2024-07-23,CUST-0143,,Corporate,Smartwatch,Electronics,North,Chandigarh,5,4167.06,0.15,19126.8,15951.33,3175.47
ORD-00297,2024-10-02,CUST-0027,Aditi Mehta,Small Business,Office Chair,Furniture,South,Chennai,5,6487.72,0.15,37223.27,24437.85,12785.42
ORD-00298,2024-06-01,CUST-0035,Pooja Singh,Small Business,Pen Pack,Stationery,South,Hyderabad,3,98.32,0.15,270.77,159.32,111.45
ORD-00299,2024-09-25,CUST-0112,Ishaan Sharma,Corporate,Jacket,Clothing,East,Patna,8,3078.11,0.3,18616.43,10755.36,7861.07
ORD-00300,2023-02-10,CUST-0125,Kabir Patel,Small Business,Sneakers,Clothing,South,Hyderabad,6,3124.08,0.3,13121.13,7858.88,5262.25
ORD-00301,2024-05-13,CUST-0229,Arjun Rao,Corporate,T-Shirt,Clothing,Central,Nagpur,1,575.57,0.2,497.29,256.69,240.6
ORD-00302,2023-08-04,CUST-0034,Kunal Reddy,Small Business,Dining Table,Furniture,Central,Bhopal,4,16094.85,0.1,57941.47,40190.32,17751.15
ORD-00303,2023-12-06,CUST-0236,Meera Verma,Small Business,Rice 5kg,Groceries,South,Bengaluru,1,412.88,0.0,516.1,347.66,168.44
ORD-00304,2024-10-07,CUST-0231,Ananya Gupta,Corporate,Bookshelf,Furniture,West,Pune,7,4143.74,,39158.35,24890.43,14267.92
ORD-00305,2024-01-02,CUST-0038,Rohan Rao,Small Business,Notebook Set,Stationery,Central,Bhopal,2,239.49,0.2,413.84,238.44,175.4
ORD-00306,2024-04-30,CUST-0016,Nikhil Verma,Small Business,Beverages,Groceries,West,Ahmedabad,3,90.6,0.0,293.55,221.79,71.76
ORD-00307,2023-01-12,CUST-0192,Neha Mehta,Corporate,Jeans,Clothing,East,Bhubaneswar,3,1386.97,0.0,4160.91,2321.78,1839.13
ORD-00308,2023-08-05,CUST-0177,Ishaan Iyer,Small Business,Headphones,Electronics,South,Hyderabad,7,2702.81,0.3,13243.79,10356.09,2887.7
ORD-00309,2024-07-16,CUST-0028,Meera Gupta,Corporate,Jeans,Clothing,North,Delhi,8,1543.4,0.0,13335.0,7027.17,6307.83
ORD-00310,2024-11-18,CUST-0066,Nikhil Patel,Small Business,Desk Organizer,Stationery,East,Patna,4,644.01,0.15,2955.99,1621.0,1334.99
ORD-00311,2024-08-02,CUST-0079,Neha Reddy,Consumer,Cap,Clothing,East,Bhubaneswar,6,371.54,0.1,2166.82,1112.77,1054.05
ORD-00312,2024-05-06,CUST-0170,Aditi Nair,Small Business,Snack Pack,Groceries,East,Kolkata,8,148.36,0.3,897.29,620.91,276.38
ORD-00313,2023-09-27,CUST-0101,Aditi Sharma,Small Business,Notebook Set,Stationery,East,Kolkata,2,261.37,0.0,522.74,335.57,187.17
ORD-00314,2024-07-18,CUST-0019,Ishaan Sharma,Small Business,Desk Organizer,Stationery,Central,Bhopal,5,706.09,0.15,3240.93,1933.71,1307.22
ORD-00315,2024-05-28,CUST-0238,Ananya Nair,Consumer,Dining Table,Furniture,East,Kolkata,2,14690.36,0.15,26971.49,15815.46,11156.03
ORD-00316,2023-06-13,CUST-0229,Arjun Rao,Corporate,Pen Pack,Stationery,Central,Bhopal,3,101.33,0.15,258.38,159.97,98.41
ORD-00317,2023-08-26,CUST-0250,Nikhil Khan,Consumer,Snack Pack,Groceries,North,Delhi,2,142.93,0.0,285.86,187.0,98.86
ORD-00318,2023-02-10,CUST-0024,Priya Reddy,Small Business,Sneakers,Clothing,West,Pune,6,2946.06,0.15,15024.93,8484.46,6540.47
ORD-00319,2024-10-31,CUST-0193,Aditi Rao,Corporate,Whiteboard,Stationery,Central,Bhopal,7,1556.89,0.2,11770.13,7624.54,4145.59
ORD-00320,2024-05-13,CUST-0177,Ishaan Iyer,Small Business,Dining Table,Furniture,West,Pune,8,16161.52,0.0,139635.5,90796.42,48839.08
ORD-00321,2023-07-11,CUST-0077,Diya Rao,Small Business,Tablet,Electronics,East,Kolkata,3,15559.11,0.2,37341.87,30973.03,6368.84
ORD-00322,2024-05-05,CUST-0246,Pooja Das,Corporate,T-Shirt,Clothing,West,Ahmedabad,4,610.89,0.2,2111.25,1238.61,872.64
ORD-00323,2024-08-09,CUST-0021,Meera Verma,Corporate,Whiteboard,Stationery,South,Bengaluru,3,1457.89,0.05,4487.39,2919.92,1567.47
ORD-00324,2024-04-04,CUST-0111,Sara Das,Corporate,Notebook Set,Stationery,East,Kolkata,8,268.37,0.0,2318.67,1313.12,1005.55
ORD-00325,2023-06-21,CUST-0136,Diya Singh,Consumer,Pen Pack,Stationery,Central,Indore,6,108.45,0.15,553.08,337.86,215.22
ORD-00326,2024-12-01,CUST-0259,Ishaan Iyer,Consumer,Smartphone,Electronics,South,Hyderabad,7,19175.45,0.15,154026.81,110440.7,43586.11
ORD-00327,2024-05-08,CUST-0048,Rohan Patel,Corporate,Tablet,Electronics,Central,Bhopal,3,17286.35,0.15,47606.61,39565.54,8041.07
ORD-00328,2024-12-15,CUST-0023,Priya Gupta,Corporate,Spices Combo,Groceries,West,Pune,7,378.36,0.3,2502.84,1795.6,707.24
ORD-00329,2024-05-03,CUST-0131,Arjun Mehta,Small Business,Notebook Set,Stationery,West,Mumbai,4,270.5,0.0,1168.58,670.76,497.82
ORD-00330,2024-06-16,CUST-0061,Diya Gupta,Small Business,Office Chair,Furniture,North,Lucknow,1,6337.54,0.0,6844.54,4616.02,2228.52
ORD-00331,2024-07-02,CUST-0134,Diya Mehta,Consumer,Sofa,Furniture,Central,Nagpur,7,22284.55,0.15,143200.51,88902.15,54298.36
ORD-00332,2024-01-15,CUST-0092,Pooja Reddy,Corporate,Spices Combo,Groceries,Central,Nagpur,8,380.3,0.05,3121.52,2282.4,839.12
ORD-00333,2023-04-13,CUST-0083,Ananya Sharma,Corporate,Office Chair,Furniture,South,Chennai,4,6510.85,0.3,18230.37,11466.85,6763.52
ORD-00334,2023-04-04,CUST-0003,Diya Rao,Consumer,Laptop,Electronics,West,Ahmedabad,3,54688.36,0.15,139455.31,107369.28,32086.03
ORD-00335,2024-02-15,CUST-0197,Ishaan Rao,Corporate,Tablet,Electronics,North,Lucknow,5,16677.14,0.15,76548.07,54422.94,22125.13
ORD-00336,2023-07-19,CUST-0147,Pooja Reddy,Consumer,Beverages,Groceries,North,Delhi,1,95.11,0.15,80.84,58.39,22.45
ORD-00337,2023-06-11,CUST-0001,Ananya Sharma,Small Business,Headphones,Electronics,South,Hyderabad,2,2748.41,0.3,3847.77,2940.9,906.87
ORD-00338,2023-04-03,CUST-0036,Arjun Gupta,Corporate,Dining Table,Furniture,North,Lucknow,5,15678.42,0.15,66633.27,46906.57,19726.7
ORD-00339,2024-02-18,CUST-0233,Sara Nair,Small Business,Jeans,Clothing,Central,Bhopal,1,1428.33,0.1,1388.34,764.54,623.8
ORD-00340,2024-12-11,CUST-0129,Aarav Khan,Consumer,T-Shirt,Clothing,Central,Nagpur,8,655.93,0.15,6021.41,3300.93,2720.48
ORD-00341,2023-04-30,CUST-0247,Rohan Khan,Consumer,Beverages,Groceries,Central,Bhopal,5,82.22,0.2,328.86,250.45,78.41
ORD-00342,2024-12-18,CUST-0005,Vivaan Sharma,Consumer,Sneakers,Clothing,East,Bhubaneswar,5,3038.88,0.0,20512.47,11053.81,9458.66
ORD-00343,2023-08-12,CUST-0182,Ishaan Das,Corporate,Pen Pack,Stationery,West,Pune,5,93.66,0.2,374.62,233.0,141.62
ORD-00344,2023-08-23,CUST-0106,Vivaan Nair,Consumer,Desk,Furniture,South,Chennai,4,9602.89,0.3,26888.1,17891.81,8996.29
ORD-00345,2024-05-08,CUST-0022,Rohan Das,Small Business,Smartwatch,Electronics,Central,Bhopal,6,4608.6,0.1,26877.36,22633.61,4243.75
ORD-00346,2024-02-12,CUST-0144,Neha Patel,Small Business,Sneakers,Clothing,South,Hyderabad,4,3360.11,0.0,14515.67,7271.72,7243.95
ORD-00347,2024-12-03,CUST-0202,Kabir Verma,Corporate,Notebook Set,Stationery,Central,Nagpur,3,247.86,0.0,1003.83,626.18,377.65
ORD-00348,2023-11-30,CUST-0052,Ananya Patel,Corporate,Laptop,Electronics,West,Ahmedabad,6,56240.56,0.05,400713.98,293000.37,107713.61
ORD-00349,2024-03-10,CUST-0256,Neha Das,Small Business,Backpack,Stationery,East,Kolkata,4,1770.87,0.3,5355.12,3131.02,2224.1
ORD-00350,2023-04-13,CUST-0118,Sara Nair,Small Business,Dining Table,Furniture,South,Hyderabad,5,15912.26,0.15,67627.12,43361.73,24265.39
ORD-00351,2024-05-26,CUST-0216,Neha Gupta,Corporate,Sofa,Furniture,North,Delhi,3,24180.47,0.3,54841.31,36578.32,18262.99
ORD-00352,2024-02-12,CUST-0025,Rohan Rao,Small Business,Snack Pack,Groceries,East,Bhubaneswar,2,155.72,0.0,336.35,228.39,107.96
ORD-00353,2024-01-04,CUST-0185,Meera Gupta,Small Business,Smartwatch,Electronics,East,Patna,5,4359.73,0.1,21188.27,15274.9,5913.37
ORD-00354,2023-10-19,CUST-0090,Aarav Verma,Consumer,Dining Table,Furniture,Central,Indore,6,14475.27,0.15,92279.85,59831.87,32447.98
ORD-00355,2023-06-21,CUST-0075,Meera Iyer,Small Business,Spices Combo,Groceries,East,Patna,6,393.75,0.15,2008.1,1466.55,541.55
